# Prizmatix LED-UHP-T SR normalized spectral data
# Source_file Prizmatix.csv
# Entry UHP-T-595-SR_Prizmatix
# Peak_wavelength_nm 594
# Dominant_wavelength_nm 593
# FWHM_nm 74
# Total_power_mW 450
Wavelength_nm	Relative_Intensity
709.5	0.025649873
710	0.027027891
710.5	0.024947635
711	0.022988645
711.5	0.022014111
712	0.022715246
712.5	0.022433028
713	0.023761438
713.5	0.022376805
714	0.023721751
714.5	0.020512623
715	0.020498291
715.5	0.018964833
716	0.021815676
716.5	0.020154338
717	0.019236027
717.5	0.017634219
718	0.018469849
718.5	0.018092823
719	0.016875758
719.5	0.017103958
720	0.017192151
720.5	0.017757689
721	0.017377356
721.5	0.013733877
722	0.012177268
722.5	0.011874104
723	0.013872781
723.5	0.013539852
724	0.013271966
724.5	0.015042443
725	0.014463675
725.5	0.014439422
726	0.013652299
726.5	0.013012898
727	0.012504685
727.5	0.011121155
728	0.013211333
728.5	0.01421012
729	0.015253004
729.5	0.010758461
730	0.008210782
730.5	0.008834748
731	0.011156433
731.5	0.010278911
732	0.009800463
732.5	0.010401279
733	0.009369419
733.5	0.007494212
734	0.007824937
734.5	0.010732003
735	0.008510638
735.5	0.006473377
736	0.006198876
736.5	0.009697938
737	0.011421012
737.5	0.009162165
738	0.004603682
738.5	0.002700915
739	0.001578657
739.5	0.00119612
740	0.001555507
740.5	0.003481424
741	0.005796494
741.5	0.00533789
742	0.004289494
742.5	0.001976629
743	0.003130857
743.5	0.003815456
744	0.004648881
744.5	0.004612501
745	0.003036049
745.5	0.000253555
746	0
746.5	0.000930438
747	0.003783486
747.5	0.003960975
748	0.003419689
748.5	0.002049388
749	0.00048837
749.5	0
750	0
750.5	0.002261052
751	0.002600595
751.5	0.003687576
752	0.004977401
752.5	0.005313637
753	0.00331055
753.5	0.001218168
754	0.001013119
754.5	0
755	0
755.5	0
756	0
756.5	0
757	0.002455077
757.5	0.003427406
758	0.002355859
758.5	0.001753941
759	0.002918091
759.5	0.002170654
760	0.00137912
760.5	0.000972329
761	0.001222577
761.5	0.001060523
762	0
762.5	0
763	0
763.5	0.000621762
764	0.000819094
764.5	0.000905082
765	0.001942454
765.5	0.001627163
766	0.001148716
766.5	0
767	0
767.5	0
768	0.002985338
768.5	0.000687907
769	0.000435454
769.5	0.000973432
770	0.003069121
770.5	0.004081138
771	0.002519017
771.5	0.0000429942
772	0
772.5	0
773	0
773.5	0
774	0
774.5	0
775	0
775.5	0.00096351
776	0
776.5	0
777	0.001110131
777.5	0.000928233
778	0
778.5	0
779	0
779.5	0
780	0
780.5	0
781	0.000496086
781.5	0.001267776
782	0.000864293
782.5	0.000440966
783	0
783.5	0
784	0
784.5	0
785	0
785.5	0
786	0
786.5	0
787	0.0000937052
787.5	0
788	0.00048837
788.5	0
789	0
789.5	0
790	0
790.5	0.002909271
791	0.003325984
791.5	0.003777974
792	0.002157425
792.5	0.002087973
793	0.000450887
793.5	0.000969022
794	0.001400066
794.5	0
795	0
795.5	0
796	0
796.5	0
797	0
797.5	0
798	0
798.5	0.000555617
799	0.001422114
799.5	0.001220373
800	0
800.5	0
801	0.000576563
801.5	0
802	0
802.5	0
803	0
803.5	0
804	0
804.5	0
805	0
805.5	0
806	0
806.5	0
807	0
807.5	0
808	0
808.5	0
809	0
809.5	0
810	0
810.5	0
811	0
811.5	0
812	0
812.5	0
813	0
813.5	0
814	0
814.5	0
815	0
815.5	0
816	0
816.5	0
817	0
817.5	0
818	0
818.5	0
819	0
819.5	0
820	0
820.5	0
821	0
821.5	0
822	0
822.5	0
823	0
823.5	0
824	0
824.5	0
825	0
825.5	0
826	0
826.5	0
827	0
827.5	0
828	0
828.5	0
829	0
829.5	0
830	0
830.5	0
831	0
831.5	0
832	0
832.5	0
833	0
833.5	0
834	0
834.5	0
835	0
835.5	0
836	0
836.5	0
837	0
837.5	0
838	0
838.5	0
839	0
839.5	0
840	0
840.5	0
841	0
841.5	0
842	0
842.5	0
843	0
843.5	0
844	0
844.5	0
845	0
845.5	0
846	0
846.5	0
847	0
847.5	0
848	0
848.5	0
849	0
849.5	0
850	0
850.5	0
851	0
851.5	0.000222688
852	0.001544482
852.5	0
853	0
853.5	0
854	0
854.5	0
855	0
855.5	0
856	0.000856576
856.5	0
857	0
857.5	0
858	0
858.5	0
859	0
859.5	0
860	0
860.5	0
861	0.00000330724
861.5	0
862	0
862.5	0
863	0
863.5	0
864	0
864.5	0
865	0
865.5	0
866	0
866.5	0
867	0
867.5	0
868	0
868.5	0
869	0
869.5	0
870	0.00192702
870.5	0
871	0
871.5	0
872	0
872.5	0
873	0
873.5	0
874	0
874.5	0
875	0
875.5	0
876	0
876.5	0
877	0
877.5	0
878	0
878.5	0
879	0
879.5	0
880	0
880.5	0
881	0
881.5	0
882	0
882.5	0
883	0
883.5	0
884	0
884.5	0
885	0
885.5	0
886	0
886.5	0
887	0
887.5	0
888	0
888.5	0
889	0
889.5	0
890	0
890.5	0
891	0
891.5	0
892	0
892.5	0
893	0
893.5	0
894	0
894.5	0
895	0
895.5	0
896	0
896.5	0
897	0
897.5	0
898	0
898.5	0
899	0
899.5	0
900	0
900.5	0
901	0
901.5	0
902	0
902.5	0
903	0
903.5	0
904	0
904.5	0
905	0
905.5	0
906	0
906.5	0
907	0
907.5	0
908	0
908.5	0
909	0
909.5	0
910	0
910.5	0
911	0
911.5	0
912	0
912.5	0
913	0
913.5	0
914	0
914.5	0
915	0
915.5	0
916	0
916.5	0
917	0
917.5	0
918	0
918.5	0
919	0
919.5	0
920	0
920.5	0
921	0
921.5	0
922	0
922.5	0
923	0
923.5	0
924	0
924.5	0
925	0
925.5	0
926	0
926.5	0
927	0
927.5	0
928	0
928.5	0
929	0
929.5	0
930	0
930.5	0
931	0
931.5	0
932	0
932.5	0
933	0
933.5	0
934	0
934.5	0
935	0
935.5	0
936	0
936.5	0
937	0
937.5	0
938	0
938.5	0
939	0
939.5	0
940	0
940.5	0
941	0
941.5	0
942	0
942.5	0
943	0
943.5	0
944	0
944.5	0
945	0
945.5	0
946	0
946.5	0
947	0
947.5	0
948	0
948.5	0
949	0
949.5	0
950	0
950.5	0
951	0
951.5	0
952	0
952.5	0
953	0
953.5	0
954	0
954.5	0
955	0
955.5	0
956	0
956.5	0
957	0
957.5	0
958	0
958.5	0
959	0
959.5	0
960	0
960.5	0
961	0
961.5	0
962	0
962.5	0
963	0
963.5	0
964	0
964.5	0
965	0
965.5	0
966	0
966.5	0
967	0
967.5	0
968	0
968.5	0
969	0
969.5	0
970	0
970.5	0
971	0
971.5	0
972	0
972.5	0
973	0
973.5	0
974	0
974.5	0
975	0
975.5	0
976	0
976.5	0
977	0
977.5	0
978	0
978.5	0
979	0
979.5	0
980	0
980.5	0
981	0
981.5	0
982	0
982.5	0
983	0
983.5	0
984	0
984.5	0
985	0
985.5	0
986	0
986.5	0
987	0
987.5	0
988	0
988.5	0
989	0
989.5	0
990	0
990.5	0
991	0
991.5	0
992	0
992.5	0
993	0
993.5	0
994	0
994.5	0
995	0
995.5	0
996	0
996.5	0
997	0
997.5	0
998	0
998.5	0
999	0
999.5	0
1000	0
1000.5	0
1001	0
1001.5	0
1002	0
1002.5	0
1003	0
1003.5	0
1004	0
1004.5	0
1005	0
1005.5	0
1006	0
1006.5	0
1007	0
1007.5	0
1008	0
1008.5	0
1009	0
1009.5	0
1010	0
1010.5	0
1011	0
1011.5	0
1012	0
1012.5	0
1013	0
1013.5	0
1014	0
1014.5	0
1015	0
1015.5	0
1016	0
1016.5	0
1017	0
1017.5	0
1018	0
1018.5	0
1019	0
1019.5	0
1020	0
1020.5	0
1021	0
1021.5	0
1022	0
1022.5	0
1023	0
1023.5	0
1024	0
1024.5	0
1025	0
1025.5	0
1026	0
1026.5	0
1027	0
1027.5	0
1028	0
1028.5	0
1029	0
1029.5	0
1030	0
1030.5	0
1031	0
1031.5	0
1032	0
1032.5	0
1033	0
1033.5	0
1034	0
1034.5	0
1035	0
1035.5	0
1036	0
1036.5	0
1037	0
1037.5	0
1038	0
1038.5	0
1039	0
1039.5	0
1040	0
1040.5	0
1041	0
1041.5	0
1042	0
1042.5	0
1043	0
1043.5	0
1044	0
1044.5	0
1045	0
1045.5	0
1046	0
1046.5	0
1047	0
1047.5	0
1048	0
1048.5	0
1049	0
1049.5	0
1050	0
1050.5	0
1051	0
1051.5	0
1052	0
1052.5	0
1053	0
1053.5	0
1054	0
1054.5	0
1055	0
1055.5	0
1056	0
1056.5	0
1057	0
1057.5	0
1058	0
1058.5	0
1059	0
1059.5	0
1060	0
1060.5	0
1061	0
1061.5	0
1062	0
1062.5	0
1063	0
1063.5	0
1064	0
1064.5	0
1065	0
1065.5	0
1066	0
1066.5	0
1067	0
1067.5	0
1068	0
1068.5	0
1069	0
1069.5	0
1070	0
1070.5	0
1071	0
1071.5	0
1072	0
1072.5	0
1073	0
1073.5	0
1074	0
1074.5	0
1075	0
1075.5	0
1076	0
1076.5	0
1077	0
1077.5	0
1078	0
1078.5	0
1079	0
1079.5	0
1080	0
1080.5	0
1081	0
1081.5	0
1082	0
1082.5	0
1083	0
1083.5	0
1084	0
1084.5	0
1085	0
1085.5	0
1086	0
1086.5	0
1087	0
1087.5	0
1088	0
1088.5	0
1089	0
1089.5	0
1090	0
1090.5	0
1091	0
1091.5	0
1092	0
1092.5	0
1093	0
1093.5	0
1094	0
1094.5	0
1095	0
1095.5	0
1096	0
1096.5	0
1097	0
1097.5	0
1098	0
1098.5	0
1099	0
1099.5	0
1100	0
1100.5	0
1101	0
1101.5	0
1102	0
1102.5	0
1103	0
1103.5	0
1104	0
1104.5	0
1105	0
1105.5	0
1106	0
1106.5	0
1107	0
1107.5	0
1108	0
1108.5	0
1109	0
1109.5	0
1110	0
1110.5	0
1111	0
1111.5	0
1112	0
1112.5	0
1113	0
1113.5	0
1114	0
1114.5	0
1115	0
1115.5	0
1116	0
1116.5	0
1117	0
1117.5	0
1118	0
1118.5	0
1119	0
1119.5	0
1120	0
1120.5	0
1121	0
1121.5	0
1122	0
1122.5	0
1123	0
1123.5	0
1124	0
1124.5	0
1125	0
1125.5	0
1126	0
1126.5	0
1127	0
1127.5	0
1128	0
1128.5	0
1129	0
1129.5	0
1130	0
1130.5	0
1131	0
1131.5	0
1132	0
1132.5	0
1133	0
1133.5	0
1134	0
1134.5	0
1135	0
1135.5	0
1136	0
1136.5	0
1137	0
1137.5	0
1138	0
1138.5	0
1139	0
1139.5	0
1140	0
1140.5	0
1141	0
1141.5	0
1142	0
1142.5	0
1143	0
1143.5	0
1144	0
1144.5	0
1145	0
1145.5	0
1146	0
1146.5	0
1147	0
1147.5	0
1148	0
1148.5	0
1149	0
1149.5	0
1150	0
1150.5	0
1151	0
1151.5	0
1152	0
1152.5	0
1153	0
1153.5	0
1154	0
1154.5	0
1155	0
1155.5	0
1156	0
1156.5	0
1157	0
1157.5	0
1158	0
1158.5	0
1159	0
1159.5	0
1160	0
1160.5	0
1161	0
1161.5	0
1162	0
1162.5	0
1163	0
1163.5	0
1164	0
1164.5	0
1165	0
1165.5	0
1166	0
1166.5	0
1167	0
1167.5	0
1168	0
1168.5	0
1169	0
1169.5	0
1170	0
1170.5	0
1171	0
1171.5	0
1172	0
1172.5	0
1173	0
1173.5	0
1174	0
1174.5	0
1175	0
1175.5	0
1176	0
1176.5	0
1177	0
1177.5	0
1178	0
1178.5	0
1179	0
1179.5	0
1180	0
1180.5	0
1181	0
1181.5	0
1182	0
1182.5	0
1183	0
1183.5	0
1184	0
1184.5	0
1185	0
1185.5	0
1186	0
1186.5	0
1187	0
1187.5	0
1188	0
1188.5	0
1189	0
1189.5	0
1190	0
1190.5	0
1191	0
1191.5	0
1192	0
1192.5	0
1193	0
1193.5	0
1194	0
1194.5	0
1195	0
1195.5	0
1196	0
1196.5	0
1197	0
1197.5	0
1198	0
1198.5	0
1199	0
1199.5	0
