Wavelength	UHP-F-470
792	0.000165699
792.5	0.000193549
793	0.000158437
793.5	0.000105322
794	0
794.5	0
795	0
795.5	0
796	0
796.5	0
797	0
797.5	0
798	0
798.5	0
799	0
799.5	0
800	0
800.5	0
801	0
801.5	0
802	0
802.5	0
803	2.56031E-05
803.5	6.62644E-05
804	4.38516E-05
804.5	0
805	0
805.5	0
806	0
806.5	0
807	0
807.5	0
808	0
808.5	0
809	1.87686E-05
809.5	9.05412E-05
810	6.56916E-05
810.5	2.23631E-05
811	0.000152703
811.5	0.000286923
812	0.000306862
812.5	0.000323835
813	0.000251508
813.5	0.000169173
814	9.89972E-05
814.5	7.81828E-06
815	0
815.5	0
816	0
816.5	0
817	0
817.5	0
818	0
818.5	0
819	0
819.5	0
820	0
820.5	0
821	0
821.5	0
822	0
822.5	0
823	0
823.5	0
824	0
824.5	0
825	0
825.5	0
826	0
826.5	0
827	0
827.5	0
828	0
828.5	0
829	0
829.5	0
830	0
830.5	0
831	0
831.5	0
832	0
832.5	1.60075E-05
833	0.000153985
833.5	0.000247389
834	0.000245561
834.5	0.000205027
835	0.000226882
835.5	0.000272593
836	0.000420002
836.5	0.000458312
837	0.000308802
837.5	0.000176813
838	0
838.5	0
839	0
839.5	0
840	0
840.5	0
841	0
841.5	0
842	0
842.5	0
843	0
843.5	0
844	0
844.5	0
845	0
845.5	0
846	0
846.5	0
847	0
847.5	0
848	0
848.5	0
849	0
849.5	0
850	0
850.5	0
851	0
851.5	0
852	0
852.5	0
853	0
853.5	0
854	0
854.5	0
855	0
855.5	0
856	0
856.5	9.80455E-05
857	0.000325623
857.5	0.000569179
858	0.000800036
858.5	0.00087817
859	0.000905781
859.5	0.000829344
860	0.000753179
860.5	0.000676167
861	0.000567694
861.5	0.000458342
862	0.000450341
862.5	0.000437824
863	0.000349294
863.5	0.000355689
864	0.000357537
864.5	0.000379753
865	0.000393665
865.5	0.000306438
866	0.0002958
866.5	0.000310984
867	0.000264676
867.5	0.000171715
868	0
868.5	0
869	0
869.5	0
870	0
870.5	0
871	0
871.5	0
872	0
872.5	0
873	0
873.5	0
874	0
874.5	0
875	0
875.5	0
876	0
876.5	0
877	0
877.5	0
878	0
878.5	0.000169588
879	0.000360871
879.5	0.00051714
880	0.000701837
880.5	0.000810977
881	0.000841588
881.5	0.00081522
882	0.000694321
882.5	0.000580272
883	0.000465192
883.5	0.00076009
884	0
884.5	0
885	0.003649573
885.5	0.00164057
886	0
886.5	0.001336489
887	0
887.5	0
888	0
888.5	0
889	0
889.5	0
890	0
890.5	0
891	0
891.5	0
892	0
892.5	0
893	0
893.5	0
894	0
894.5	0
895	0
895.5	0
896	0
896.5	0
897	0
897.5	0
898	0
898.5	0
899	0
899.5	0
900	0
900.5	0
901	0
901.5	0
902	0
902.5	0
903	0
903.5	0
904	0
904.5	0
905	0
905.5	0
906	0
906.5	0
907	0
907.5	0
908	0
908.5	0
909	0
909.5	0
910	0
910.5	0
911	0
911.5	0
912	0
912.5	0
913	0
913.5	0
914	0
914.5	0
915	0
915.5	0
916	0
916.5	0
917	0
917.5	0
918	0
918.5	0
919	0
919.5	0
920	0
920.5	0
921	0
921.5	0
922	0
922.5	0
923	0
923.5	0
924	0
924.5	0
925	0
925.5	0
926	0
926.5	0
927	0
927.5	0
928	0
928.5	0
929	0
929.5	0
930	0
930.5	0
931	0
931.5	0
932	0
932.5	0
933	0
933.5	0
934	0
934.5	0
935	0
935.5	0
936	0
936.5	0
937	0
937.5	0
938	0
938.5	0
939	0
939.5	0
940	0
940.5	0
941	0
941.5	0
942	0
942.5	0
943	0
943.5	0
944	0
944.5	0
945	0
945.5	0
946	0
946.5	0
947	0
947.5	0
948	0
948.5	0
949	0
949.5	0
950	0
950.5	0
951	0
951.5	0
952	0
952.5	0
953	0
953.5	0
954	0
954.5	0
955	0
955.5	0
956	0
956.5	0
957	0
957.5	0
958	0
958.5	0
959	0
959.5	0
960	0
960.5	0
961	0
961.5	0
962	0
962.5	0
963	0
963.5	0
964	0
964.5	0
965	0
965.5	0
966	0
966.5	0
967	0
967.5	0
968	0
968.5	0
969	0
969.5	0
970	0
970.5	0
971	0
971.5	0
972	0
972.5	0
973	0
973.5	0
974	0
974.5	0
975	0
975.5	0
976	0
976.5	0
977	0
977.5	0
978	0
978.5	0
979	0
979.5	0
980	0
980.5	0
981	0
981.5	0
982	0
982.5	0
983	0
983.5	0
984	0
984.5	0
985	0
985.5	0
986	0
986.5	0
987	0
987.5	0
988	0
988.5	0
989	0
989.5	0
990	0
990.5	0
991	0
991.5	0
992	0
992.5	0
993	0
993.5	0
994	0
994.5	0
995	0
995.5	0
996	0
996.5	0
997	0
997.5	0
998	0
998.5	0
999	0
999.5	0
1000	0
1000.5	0
1001	0
1001.5	0
1002	0
1002.5	0
1003	0
1003.5	0
1004	0
1004.5	0
1005	0
1005.5	0
1006	0
1006.5	0
1007	0
1007.5	0
1008	0
1008.5	0
1009	0
1009.5	0
1010	0
1010.5	0
1011	0
1011.5	0
1012	0
1012.5	0
1013	0
1013.5	0
1014	0
1014.5	0
1015	0
1015.5	0
1016	0
1016.5	0
1017	0
1017.5	0
1018	0
1018.5	0
1019	0
1019.5	0
1020	0
1020.5	0
1021	0
1021.5	0
1022	0
1022.5	0
1023	0
1023.5	0
1024	0
1024.5	0
1025	0
1025.5	0
1026	0
1026.5	0
1027	0
1027.5	0
1028	0
1028.5	0
1029	0
1029.5	0
1030	0
1030.5	0
1031	0
1031.5	0
1032	0
1032.5	0
1033	0
1033.5	0
1034	0
1034.5	0
1035	0
1035.5	0
1036	0
1036.5	0
1037	0
1037.5	0
1038	0
1038.5	0
1039	0
1039.5	0
1040	0
1040.5	0
1041	0
1041.5	0
1042	0
1042.5	0
1043	0
1043.5	0
1044	0
1044.5	0
1045	0
1045.5	0
1046	0
1046.5	0
1047	0
1047.5	0
1048	0
1048.5	0
1049	0
1049.5	0
1050	0
1050.5	0
1051	0
1051.5	0
1052	0
1052.5	0
1053	0
1053.5	0
1054	0
1054.5	0
1055	0
1055.5	0
1056	0
1056.5	0
1057	0
1057.5	0
1058	0
1058.5	0
1059	0
1059.5	0
1060	0
1060.5	0
1061	0
1061.5	0
1062	0
1062.5	0
1063	0
1063.5	0
1064	0
1064.5	0
1065	0
1065.5	0
1066	0
1066.5	0
1067	0
1067.5	0
1068	0
1068.5	0
1069	0
1069.5	0
1070	0
1070.5	0
1071	0
1071.5	0
1072	0
1072.5	0
1073	0
1073.5	0
1074	0
1074.5	0
1075	0
1075.5	0
1076	0
1076.5	0
1077	0
1077.5	0
1078	0
1078.5	0
1079	0
1079.5	0
1080	0
1080.5	0
1081	0
1081.5	0
1082	0
1082.5	0
1083	0
1083.5	0
1084	0
1084.5	0
1085	0
1085.5	0
1086	0
1086.5	0
1087	0
1087.5	0
1088	0
1088.5	0
1089	0
1089.5	0
1090	0
1090.5	0
1091	0
1091.5	0
1092	0
1092.5	0
1093	0
1093.5	0
1094	0
1094.5	0
1095	0
1095.5	0
1096	0
1096.5	0
1097	0
1097.5	0
1098	0
1098.5	0
1099	0
1099.5	0
1100	0
1100.5	0
1101	0
1101.5	0
1102	0
1102.5	0
1103	0
1103.5	0
1104	0
1104.5	0
1105	0
1105.5	0
1106	0
1106.5	0
1107	0
1107.5	0
1108	0
1108.5	0
1109	0
1109.5	0
1110	0
1110.5	0
1111	0
1111.5	0
1112	0
1112.5	0
1113	0
1113.5	0
1114	0
1114.5	0
1115	0
1115.5	0
1116	0
1116.5	0
1117	0
1117.5	0
1118	0
1118.5	0
1119	0
1119.5	0
1120	0
1120.5	0
1121	0
1121.5	0
1122	0
1122.5	0
1123	0
1123.5	0
1124	0
1124.5	0
1125	0
1125.5	0
1126	0
1126.5	0
1127	0
1127.5	0
1128	0
1128.5	0
1129	0
1129.5	0
1130	0
1130.5	0
1131	0
1131.5	0
1132	0
1132.5	0
1133	0
1133.5	0
1134	0
1134.5	0
1135	0
1135.5	0
1136	0
1136.5	0
1137	0
1137.5	0
1138	0
1138.5	0
1139	0
1139.5	0
1140	0
1140.5	0
1141	0
1141.5	0
1142	0
1142.5	0
1143	0
1143.5	0
1144	0
1144.5	0
1145	0
1145.5	0
1146	0
1146.5	0
1147	0
1147.5	0
1148	0
1148.5	0
1149	0
1149.5	0
1150	0
1150.5	0
1151	0
1151.5	0
1152	0
1152.5	0
1153	0
1153.5	0
1154	0
1154.5	0
1155	0
1155.5	0
1156	0
1156.5	0
1157	0
1157.5	0
1158	0
1158.5	0
1159	0
1159.5	0
1160	0
1160.5	0
1161	0
1161.5	0
1162	0
1162.5	0
1163	0
1163.5	0
1164	0
1164.5	0
1165	0
1165.5	0
1166	0
1166.5	0
1167	0
1167.5	0
1168	0
1168.5	0
1169	0
1169.5	0
1170	0
1170.5	0
1171	0
1171.5	0
1172	0
1172.5	0
